Speed	av	del_av	ar	del_ar	PF1Down	PF0	PF1Up	PF2	PExc
-17.58276	-5355.473471628429	752.2100458661625	5350.806040365136	749.5302351091673	0.2536109610567444	0.05785141917073004	0.23292325685600018	0.2720428678800365	0.1835714950365022
-13.18707	-5451.557478574694	182.33821403561754	5443.812018903805	168.17372877022322	0.2658395740998075	0.05881039618713539	0.2317632282294346	0.2561791536991016	0.18740764778453478
-8.79138	-3561.5291593323036	245.31198305729387	3564.4462030518034	260.6858906676639	0.2716339610332812	0.05655698079225892	0.23994690752055292	0.26186586478484297	0.16999628586907511
-4.39569	-660.0217107372399	244.9936298799558	694.0802425017108	236.85344164382482	0.23581644078800834	0.053177805807845514	0.22791577650953054	0.32986041948808	0.153229557406546
-2.197845	777.8047405802795	521.5585653014582	-795.1856363283363	496.38629503228816	0.23223292122366537	0.048250167256655166	0.20062342951730255	0.3904817863792813	0.12841169562310434
-0.43956900000000004	-144.77896834432292	151.59567364150544	108.53229292664763	141.6982710017456	0.2539639060803386	0.04018165459214836	0.2004026024557017	0.4096920501336108	0.09575978673820819
-0.21978450000000002	-131.89264260001394	52.31908070571721	113.15831964056154	24.980590836363287	0.2363091130962842	0.03630142525620106	0.2134083171970788	0.42227864037236684	0.09170250407807935
0.21978450000000002	69.83188121002567	46.04545027210322	40.64165612316085	58.42425641914764	0.2406112037654703	0.0373238801545905	0.21559300951181695	0.4157200091285389	0.09075189743959447
0.43956900000000004	251.9875082174629	69.3717040471065	228.04998350590068	58.44177163075288	0.25412743989617487	0.04080728962810662	0.20505355223145372	0.4056463595616758	0.09436535868259813
2.197845	480.90076548618026	81.85177676872475	483.06304841971786	68.29554945625394	0.22981949234258411	0.04804219471828547	0.20595240905912965	0.3847859579568893	0.13139994592312104
4.39569	-1526.0006990187485	216.79595281173428	-1507.681207375496	227.4890910040956	0.23505143749558877	0.052719060975662105	0.23243310655323715	0.3254901991576219	0.1543061958179006
8.79138	-4415.060647848172	837.364815775375	-4385.58384176832	829.9143129341771	0.2696267720254226	0.056070084949930515	0.2414333780429423	0.26208239688701906	0.17078736809469736
13.18707	-6239.64769326369	128.99638844395668	-6238.829259342983	130.8847846771672	0.26617463244204687	0.06009320601142086	0.2283854972025808	0.25717348026234055	0.18817318408162445
17.58276	-5898.2102865580455	575.2569253239669	-5910.251961739011	576.186903585276	0.25315404401941627	0.05676223381727455	0.22600642272250043	0.27820385872831443	0.18587344071250694
