Speed	av	del_av	ar	del_ar	PF1Down	PF0	PF1Up	PF2	PExc
-17.58276	-5484.600387680818	1358.7323846018141	5476.013116251302	1354.1280417662672	0.27434361505384264	0.05248756488924833	0.24774597663294923	0.25444632632549885	0.1709765170984735
-13.18707	-6653.737513012235	787.1229365047465	6653.285935078861	786.9286502299511	0.2714105824582971	0.05979394922621566	0.24944426448568538	0.2480578636636785	0.17129334016613584
-8.79138	-3678.5088405386273	824.5570767190734	3675.244419803702	819.9770335313208	0.2738459137881307	0.06754684757534048	0.24628207988679798	0.26134292880688476	0.1509822299428565
-4.39569	-770.5981004303144	312.6492729389339	770.4540883137505	332.9538370460917	0.23857189910556478	0.05758083239130152	0.23885779697262244	0.32844758545454855	0.13654188607597167
-2.197845	1348.0669226741343	600.4025088368965	-1354.599585120471	577.0730497345742	0.24223464906949743	0.05384607527545236	0.19077344833347473	0.3952758907420534	0.11786993657953082
-0.43956900000000004	931.0174977923388	52.350947346465716	-898.8936814047429	20.224529714797985	0.25723238592766934	0.05622694461621155	0.177791794239222	0.39485191793210633	0.11389695728480101
-0.21978450000000002	888.5616065603027	86.17581885976213	-899.060409194839	123.8684786963468	0.27220222295698965	0.05901897285047075	0.15860238383677436	0.401133748203497	0.10904267215228203
0.21978450000000002	691.2745113270129	396.04195433287214	688.8852757090209	409.21127422506873	0.26926930126840126	0.060260083893796314	0.1736301936683911	0.3817924006746571	0.1150480204947677
0.43956900000000004	840.1556989894831	204.1551449291986	817.0435675693979	188.32849512958612	0.25664659154281266	0.059724066004907844	0.1915916732153822	0.370940995046003	0.12109667419090586
2.197845	-226.31473482734611	371.1286611302004	-228.44086257140532	399.6748096724002	0.25744766462505647	0.06201405681479957	0.21693749972445103	0.32731082179424636	0.13628995704145652
4.39569	-4551.411627297566	921.800256663716	-4536.02289755205	922.5423516835673	0.2686936782916019	0.06309546403931132	0.23068421653308632	0.29187886071771374	0.1456477804182965
8.79138	-9459.127329314482	566.6820479361949	-9453.701132047852	569.0117956366447	0.2740552373576583	0.06923229424316371	0.20880016202685112	0.27654508995262256	0.1713672164197162
13.18707	-8421.203506697755	1103.4050153952269	-8425.707135258872	1100.9490997295582	0.27909274997188965	0.06913039206373178	0.2061292853597678	0.27629244127787267	0.16935513132675017
17.58276	-6341.7956105625335	885.2298696901705	-6333.537003145807	881.7915523240025	0.2803101516367234	0.05657074730778037	0.21618743062348797	0.28695872294224267	0.15997294748977564
